column,old_mean,new_mean,rel_diff
2P,123.85171790235081,124.05656934306569,0.001654005646303481
2PA,226.88426763110309,227.13503649635035,0.0011052721630527376
3P,54.162748643761304,54.37043795620438,0.0038345415925820307
3P%,31.76043396226415,31.68053333333333,0.00251572850124622
3PA,147.82097649186258,148.43613138686132,0.004161485802609336
AST%,14.049136276391556,13.995542635658914,0.0038147285127198447
AST_per_36,3.581066907775768,3.5729014598540147,0.002280171840414675
Age,26.188065099457503,26.125912408759124,0.0023733212233256872
BLK,21.620253164556964,21.76094890510949,0.00650758987333086
BLK%,1.9963531669865642,2.00484496124031,0.004253653308527341
BPM,-1.6055662188099808,-1.5930232558139534,0.007812174203139527
DBPM,-0.13301343570057583,-0.12674418604651164,0.04713245410884401
DRB,138.7631103074141,139.5310218978102,0.005533975050680752
DRB%,14.569097888675623,14.601937984496123,0.00225409260555687
DWS,1.0785028790786948,1.0862403100775193,0.007174233049268256
FG,178.01446654611212,178.42700729927006,0.002317456334657364
FGA,374.70524412296567,375.5711678832117,0.0023109464674634654
FT%,74.53355513307984,74.43450191570881,0.0013289748113339724
FTA,92.24050632911393,92.3448905109489,0.0011316523075288602
GP,44.69620253164557,44.806569343065696,0.002469265959272146
GS,21.16636528028933,21.23722627737226,0.003347811310282722
Losses,41.44621513944223,41.29058116232465,0.0037550829814968754
MP,1011.1916817359855,1014.1131386861314,0.0028891228071915845
OBPM,-1.4708253358925143,-1.4645348837209302,0.004276817932132426
ORB,44.16998191681736,44.3978102189781,0.005157989482309227
ORB%,5.284644913627639,5.301744186046512,0.0032356521011988504
OWS,1.1608445297504797,1.1622093023255815,0.001175672142241125
Offensive_Load%,6.720108499095842,6.776642335766424,0.008412637486162684
PER,12.878119001919385,12.89748062015504,0.0015034507937663432
PF,78.49547920433996,78.75182481751825,0.003265737285468036
PTS,482.625678119349,483.68430656934305,0.002193477259890541
PTS_per_36,14.776546112115733,14.800748175182482,0.0016378701005712935
Player_Poss,469.6527305605787,470.6098540145985,0.002037938654966211
Playmaking_Usage%,0.4792224231464738,0.48200729927007296,0.005811239184736923
STL,31.189873417721518,31.30109489051095,0.003565948194141551
STL%,1.5516314779270635,1.5540697674418602,0.0015714359688375609
Scoring_Usage%,4.797323688969259,4.8414781021897815,0.00920396789610838
TOV%,12.062188099808061,12.045930232558138,0.0013478373173587226
TRB,182.93309222423147,183.92883211678833,0.005443191718075345
TRB%,9.910940499040306,9.93643410852713,0.0025722694520555916
TRB_per_36,6.513074141048825,6.526970802919708,0.002133656330318294
TeamID,1462075228.6889694,1466598107.9470804,0.0030934654861546544
Team_Poss,8638.835587703436,8584.88605839416,0.006245000123172509
Tm_AST,2061.4177215189875,2043.3576642335765,0.008760988661775503
Tm_DRB,2544.8625678119347,2538.2098540145985,0.0026141740939103837
Tm_FG,3266.3381555153705,3247.6989051094893,0.005706466850166141
Tm_FGA,6892.113924050633,6850.928832116789,0.005975683569321889
Tm_FTA,1692.010849909584,1680.3813868613138,0.006873161037289873
Tm_MP,18592.962025316454,18493.63686131387,0.005342083949149254
Tm_ORB,812.1844484629295,809.4525547445255,0.0033636370698480016
Tm_TOV,1002.2368896925859,994.5894160583941,0.007630405259316956
Tm_TRB,3357.0470162748643,3347.662408759124,0.0027954948114351686
True_Usage%,5.903634719710669,5.956058394160584,0.008879898052445061
Turnover_Usage%,0.6270886075949367,0.6325729927007299,0.008745789732680077
USG%,17.992514395393474,18.018992248062013,0.0014716038062648886
VORP,0.5142034548944338,0.517829457364341,0.0070516882673311975
WS,2.2406909788867564,2.249806201550388,0.004068040952329878
WS/48,0.07785028790786949,0.07802325581395349,0.0022218017521845198
Wins,40.55378486055777,40.70941883767535,0.003837717679193631
Years_of_Service,6.267631103074141,6.213893967093236,0.008573755394528433
